country,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
High-income countries,1782,0,0,0,16.847,0.004,0.02,0,0,0,16.847,0,0,0,0,0,399.446,399.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1783,0,0,0,16.854,0.007,0.04,0,0,0,16.854,0,0,0,0,0,416.3,416.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1784,0,0,0,16.858,0.004,0.02,0,0,0,16.858,0,0,0,0,0,433.158,433.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1785,0,0,0,16.869,0.011,0.07,0,0,0,16.869,0,0,0,0,0,450.027,450.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1786,0,0,0,19.152,2.283,13.53,0,0,0,19.152,0,0,0,0,0,469.179,469.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1787,0,0,0,19.159,0.007,0.04,0,0,0,19.159,0,0,0,0,0,488.338,488.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1788,0,0,0,19.163,0.004,0.02,0,0,0,19.163,0,0,0,0,0,507.501,507.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1789,0,0,0,19.17,0.007,0.04,0,0,0,19.17,0,0,0,0,0,526.671,526.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1790,183580486,0,0,19.177,0.007,0.04,1.555,0,0,19.177,1.555,0,0,0,0,545.848,545.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1791,0,0,0,21.42,2.242,11.69,0,0,0,21.42,0,0,0,0,0,567.268,567.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1792,0,0,0,21.896,0.476,2.22,0,0,0,21.896,0,0,0,0,0,589.164,589.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1793,0,0,0,21.914,0.018,0.08,0,0,0,21.914,0,0,0,0,0,611.078,611.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1794,0,0,0,21.881,-0.033,-0.15,0,0,0,21.881,0,0,0,0,0,632.96,632.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1795,0,0,0,21.892,0.011,0.05,0,0,0,21.892,0,0,0,0,0,654.852,654.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1796,0,0,0,22.951,1.059,4.84,0,0,0,22.951,0,0,0,0,0,677.803,677.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1797,0,0,0,24.094,1.143,4.98,0,0,0,24.094,0,0,0,0,0,701.898,701.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1798,0,0,0,25.095,1,4.15,0,0,0,25.095,0,0,0,0,0,726.993,726.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1799,0,0,0,26.428,1.334,5.31,0,0,0,26.428,0,0,0,0,0,753.421,753.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1800,187842589,0,0,28.092,1.663,6.29,0.635,0,0,28.092,0.635,0,0,0,0,781.513,781.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1801,188773146,0,0,27.96,-0.132,-0.47,0.623,0,0,27.96,0.623,0,0,0,0,809.473,809.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1802,189937959,0,0,36.783,8.823,31.56,0.472,0,0,36.783,0.472,0,0,0,0,846.256,846.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1803,191116374,0,0,31.488,-5.294,-14.39,0.683,0,0,31.488,0.683,0,0,0,0,877.744,877.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1804,192308584,0,0,34.31,2.821,8.96,0.451,0,0,34.31,0.451,0,0,0,0,912.054,912.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1805,193514769,0,0,33.419,-0.89,-2.6,0.706,0,0,33.419,0.706,0,0,0,0,945.473,945.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1806,194735133,0,0,35.046,1.627,4.87,0.73,0,0,35.046,0.73,0,0,0,0,980.519,980.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1807,195969873,0,0,36.874,1.828,5.22,0.712,0,0,36.874,0.712,0,0,0,0,1017.394,1017.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1808,197219186,0,0,35.064,-1.81,-4.91,0.711,0,0,35.064,0.711,0,0,0,0,1052.458,1052.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1809,198483278,0,0,35.09,0.026,0.07,0.701,0,0,35.09,0.701,0,0,0,0,1087.548,1087.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1810,200499150,0,0,37.38,2.29,6.53,0.46,0,0,37.38,0.46,0,0,0,0,1124.929,1124.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1811,201991762,0,0,39.582,2.202,5.89,0.48,0,0,39.582,0.48,0,0,0,0,1164.511,1164.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1812,203947641,0,0,41.007,1.425,3.6,0.489,0,0,41.007,0.489,0,0,0,0,1205.518,1205.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1813,206106539,0,0,41.22,0.213,0.52,0.482,0,0,41.22,0.482,0,0,0,0,1246.738,1246.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1814,208333145,0,0,42.129,0.909,2.2,0.483,0,0,42.129,0.483,0,0,0,0,1288.867,1288.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1815,210630670,0,0,43.488,1.359,3.23,0.489,0,0,43.488,0.489,0,0,0,0,1332.355,1332.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1816,213002503,0,0,47.665,4.177,9.6,0.525,0,0,47.665,0.525,0,0,0,0,1380.02,1380.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1817,215452208,0,0,49.431,1.766,3.71,0.534,0,0,49.431,0.534,0,0,0,0,1429.451,1429.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1818,217983547,0,0,49.644,0.213,0.43,0.525,0,0,49.644,0.525,0,0,0,0,1479.094,1479.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1819,220404292,0,0,49.948,0.304,0.61,0.501,0,0,49.948,0.501,0,0,0,0,1529.042,1529.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1820,223036556,0,0,50.688,0.74,1.48,0.5,0.243,0,50.688,0.5,0,0,0,0,1579.73,1579.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1821,224870450,0,0,51.435,0.747,1.47,0.499,0.32,0,51.435,0.499,0,0,0,0,1631.165,1631.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1822,226892411,0,0,53.465,2.03,3.95,0.512,0.331,0,53.465,0.512,0,0,0,0,1684.63,1684.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1823,228756763,0,0,56.55,3.085,5.77,0.535,0.34,0,56.55,0.535,0,0,0,0,1741.18,1741.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1824,230646108,0,0,58.525,1.975,3.49,0.548,0.336,0,58.525,0.548,0,0,0,0,1799.705,1799.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1825,232564583,0,0,60.756,2.231,3.81,0.562,0.347,0,60.756,0.562,0,0,0,0,1860.462,1860.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1826,234557272,0,0,61.42,0.663,1.09,0.562,0.353,0,61.42,0.562,0,0,0,0,1921.882,1921.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1827,236577222,0,0,65.915,4.496,7.32,0.596,0.367,0,65.915,0.596,0,0,0,0,1987.797,1987.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1828,238624952,0,0,66.637,0.722,1.1,0.595,0.368,0,66.637,0.595,0,0,0,0,2054.434,2054.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1829,240654111,0,0,66.395,-0.242,-0.36,0.58,0.363,0,66.395,0.58,0,0,0,0,2120.829,2120.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1830,243052648,0,0,89.105,22.71,34.2,0.641,0.444,0,89.105,0.641,0,0,0,0,2209.935,2209.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,99.98,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1831,244614628,0,0,84.507,-4.598,-5.16,0.602,0.43,0,84.507,0.602,0,0,0,0,2294.442,2294.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.97,99.97,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1832,246544095,0,0,85.097,0.59,0.7,0.605,0.412,0,85.097,0.605,0,0,0,0,2379.539,2379.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,99.98,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1833,248452311,0,0,86.79,1.693,1.99,0.611,0.415,0,86.79,0.611,0,0,0,0,2466.328,2466.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,99.98,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1834,250385713,0,0,88.486,1.696,1.95,0.612,0.412,0,88.486,0.612,0,0,0,0,2554.814,2554.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1835,252344780,0,0,90.446,1.96,2.22,0.627,0.366,0,90.446,0.627,0,0,0,0,2645.26,2645.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1836,254330023,0,0,104.776,14.33,15.84,0.72,0.457,0,104.776,0.72,0,0,0,0,2750.035,2750.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1837,256341954,0,0,104.691,-0.084,-0.08,0.712,0.457,0,104.691,0.712,0,0,0,0,2854.727,2854.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1838,258381100,0,0,108.044,3.353,3.2,0.727,0.455,0,108.044,0.727,0,0,0,0,2962.771,2962.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1839,260353521,0,0,111.613,3.569,3.3,0.728,0.46,0,111.613,0.728,0,0,0,0,3074.384,3074.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1840,262704057,0,0,118.93,7.317,6.56,0.768,0.451,0,118.93,0.768,0,0,0,0,3193.313,3193.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1841,264105932,0,0,122.619,3.69,3.1,0.785,0.486,0,122.619,0.785,0,0,0,0,3315.933,3315.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
High-income countries,1842,265887931,0,0,129.504,6.885,5.61,0.821,0.517,0,129.504,0.821,0,0,0,0,3445.437,3445.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
